phase,trace,config,context,learner,window,waste,eval_begin,eval_end,accuracy,coverage,net_per_1k,strict_acc,strict_cov,strict_net_per_1k,mean_lead_data,mean_lead_total,issued,useful,useful_miss,scored_refs,scored_misses,action_rate,self_issued,self_useful,dedup_suppressed,state_bytes,table_bytes,update_ops,ns_per_ref,inserts,evictions,unresolved
best,tsort,ev-horizon-1-w1.00,bitty-4x8-ternary,ev-h1,32,1.000,0.2000,1.0000,0.751684,0.003664,2.454,0.459596,0.072854,-0.394,1.044,2.9,15444,11609,7098,3168430,97428,0.004874,2133,2080,95,137,473956352,385262816,91.14,35949,0,0
best,tsort,ev-horizon-2-w0.05,bitty-4x8-ternary,ev-h2,32,0.050,0.2000,1.0000,0.637694,0.016987,16.504,0.005083,0.004403,-1.190,1.754,7.0,84401,53822,429,3168430,97428,0.026638,26212,25478,5489,137,473956352,385262816,93.13,35949,0,0
best,tsort,ev-horizon-2-w0.25,bitty-4x8-ternary,ev-h2,32,0.250,0.2000,1.0000,0.629441,0.005692,4.855,0.001885,0.000554,-2.240,1.739,6.9,28654,18036,54,3168430,97428,0.009044,8873,8634,1476,137,473956352,385262816,88.60,35949,0,0
best,tsort,ev-horizon-2-w1.00,bitty-4x8-ternary,ev-h2,32,1.000,0.2000,1.0000,0.621003,0.001532,0.597,0.003326,0.000267,-2.451,1.741,6.9,7818,4855,26,3168430,97428,0.002467,2385,2314,335,137,473956352,385262816,89.10,35949,0,0
best,tsort,ev-horizon-4-w0.05,bitty-4x8-ternary,ev-h4,32,0.050,0.2000,1.0000,0.719956,0.029213,28.645,0.249125,0.328735,8.585,3.457,16.3,128562,92559,32028,3168430,97428,0.040576,16483,16336,14290,137,473956352,385262816,97.01,35949,0,0
best,tsort,ev-horizon-4-w0.25,bitty-4x8-ternary,ev-h4,32,0.250,0.2000,1.0000,0.794008,0.017885,16.725,0.431600,0.316151,6.521,3.662,18.5,71367,56666,30802,3168430,97428,0.022524,5588,5537,4031,137,473956352,385262816,92.93,35949,0,0
best,tsort,ev-horizon-4-w1.00,bitty-4x8-ternary,ev-h4,32,1.000,0.2000,1.0000,0.732039,0.005579,3.537,0.521595,0.129285,0.329,3.712,20.1,24149,17678,12596,3168430,97428,0.007622,1501,1486,861,137,473956352,385262816,91.03,35949,0,0
best,tsort,ev-horizon-8-w0.05,bitty-4x8-ternary,ev-h8,32,0.050,0.2000,1.0000,0.607130,0.015909,15.394,0.008263,0.007041,-1.083,5.458,21.4,83025,50407,686,3168430,97428,0.026204,16071,15114,20468,137,473956352,385262816,94.17,35949,0,0
best,tsort,ev-horizon-8-w0.25,bitty-4x8-ternary,ev-h8,32,0.250,0.2000,1.0000,0.602904,0.005464,4.564,0.005189,0.001529,-2.207,5.395,21.1,28716,17313,149,3168430,97428,0.009063,5342,5019,5899,137,473956352,385262816,93.28,35949,0,0
best,tsort,ev-horizon-8-w1.00,bitty-4x8-ternary,ev-h8,32,1.000,0.2000,1.0000,0.597388,0.001472,0.480,0.002177,0.000174,-2.454,5.345,20.8,7809,4665,17,3168430,97428,0.002465,1421,1335,1193,137,473956352,385262816,92.83,35949,0,0
best,tsort,ev-horizon-16-w0.05,bitty-4x8-ternary,ev-h16,32,0.050,0.2000,1.0000,0.538375,0.014765,14.132,0.028495,0.025414,-0.551,10.303,40.0,86893,46781,2476,3168430,97428,0.027425,9902,9643,39169,137,473956352,385262816,95.94,35949,0,0
best,tsort,ev-horizon-16-w0.25,bitty-4x8-ternary,ev-h16,32,0.250,0.2000,1.0000,0.537117,0.005131,4.026,0.027123,0.008427,-2.064,10.298,39.5,30269,16258,821,3168430,97428,0.009553,3079,3005,11175,137,473956352,385262816,99.08,35949,0,0
best,tsort,ev-horizon-16-w1.00,bitty-4x8-ternary,ev-h16,32,1.000,0.2000,1.0000,0.533826,0.001345,0.170,0.015535,0.001273,-2.441,10.245,39.1,7982,4261,124,3168430,97428,0.002519,797,777,2192,137,473956352,385262816,99.21,35949,0,0
best,tsort,explicit4-ev-horizon-1-w0.05,explicit-4,ev-h1,32,0.050,0.2000,1.0000,0.599225,0.009957,9.624,0.395134,0.213522,6.063,1.125,4.2,52648,31548,20803,3168430,97428,0.016616,3532,3290,613,41,473956352,0,30.00,8330,0,0
best,tsort,explicit4-ev-horizon-4-w0.05,explicit-4,ev-h4,32,0.050,0.2000,1.0000,0.560964,0.007147,6.867,0.366082,0.151681,4.260,3.860,20.6,40368,22645,14778,3168430,97428,0.012741,2255,2091,2527,41,473956352,0,30.55,8330,0,0
best,tsort,next-line,-,next-line,32,0.250,0.2000,1.0000,0.297912,0.094155,38.681,0.032780,0.336915,-66.062,9.662,44.0,1001382,298324,32825,3168430,97428,0.316050,0,0,2167048,0,0,0,10.40,0,0,9
best,xz,ev-horizon-1-w0.05,bitty-4x8-ternary,ev-h1,32,0.050,0.2000,1.0000,0.812026,0.037013,36.585,0.001523,0.005980,-2.206,1.200,4.1,162879,132262,248,3573355,41473,0.045582,58383,57823,2770,137,473956352,369065824,112.29,46368,0,0
best,xz,ev-horizon-1-w0.25,bitty-4x8-ternary,ev-h1,32,0.250,0.2000,1.0000,0.805885,0.011896,11.179,0.004436,0.005642,-3.608,1.199,4.1,52747,42508,234,3573355,41473,0.014761,18815,18625,732,137,473956352,369065824,111.59,46368,0,0
best,xz,ev-horizon-1-w1.00,bitty-4x8-ternary,ev-h1,32,1.000,0.2000,1.0000,0.805406,0.003185,2.416,0.016204,0.005522,-3.827,1.158,3.9,14132,11382,229,3573355,41473,0.003955,4971,4915,133,137,473956352,369065824,110.45,46368,0,0
best,xz,ev-horizon-2-w0.05,bitty-4x8-ternary,ev-h2,32,0.050,0.2000,1.0000,0.821460,0.037169,36.765,0.003247,0.012659,-2.108,1.766,6.4,161684,132817,525,3573355,41473,0.045247,61680,60881,16237,137,473956352,369065824,113.88,46368,0,0
best,xz,ev-horizon-2-w0.25,bitty-4x8-ternary,ev-h2,32,0.250,0.2000,1.0000,0.820175,0.012143,11.478,0.009640,0.012297,-3.523,1.766,6.4,52907,43393,510,3573355,41473,0.014806,19882,19641,4457,137,473956352,369065824,109.93,46368,0,0
best,xz,ev-horizon-2-w1.00,bitty-4x8-ternary,ev-h2,32,1.000,0.2000,1.0000,0.818693,0.003299,2.569,0.033817,0.011743,-3.758,1.759,6.6,14401,11790,487,3573355,41473,0.004030,5251,5186,1301,137,473956352,369065824,112.04,46368,0,0
best,xz,ev-horizon-4-w0.05,bitty-4x8-ternary,ev-h4,32,0.050,0.2000,1.0000,0.800038,0.035490,35.046,0.001754,0.006703,-2.136,2.926,9.8,158515,126818,278,3573355,41473,0.044360,44836,44291,43728,137,473956352,369065824,113.32,46368,0,1
best,xz,ev-horizon-4-w0.25,bitty-4x8-ternary,ev-h4,32,0.250,0.2000,1.0000,0.798111,0.011708,10.968,0.005017,0.006341,-3.575,2.870,9.7,52420,41837,263,3573355,41473,0.014670,14479,14317,11476,137,473956352,369065824,112.77,46368,0,0
best,xz,ev-horizon-4-w1.00,bitty-4x8-ternary,ev-h4,32,1.000,0.2000,1.0000,0.794662,0.003149,2.336,0.017582,0.006004,-3.824,2.860,10.0,14162,11254,249,3573355,41473,0.003963,3827,3776,2892,137,473956352,369065824,114.89,46368,0,0
best,xz,ev-horizon-8-w0.05,bitty-4x8-ternary,ev-h8,32,0.050,0.2000,1.0000,0.800402,0.035016,34.580,0.003205,0.012080,-2.040,5.147,17.6,156329,125126,501,3573355,41473,0.043749,32876,32608,70620,137,473956352,369065824,115.81,46368,0,2
best,xz,ev-horizon-8-w0.25,bitty-4x8-ternary,ev-h8,32,0.250,0.2000,1.0000,0.803085,0.011774,11.052,0.009353,0.011815,-3.494,5.120,17.7,52388,42072,490,3573355,41473,0.014661,10440,10356,18779,137,473956352,369065824,115.29,46368,0,0
best,xz,ev-horizon-8-w1.00,bitty-4x8-ternary,ev-h8,32,1.000,0.2000,1.0000,0.802146,0.003221,2.427,0.033521,0.011598,-3.746,5.160,18.5,14349,11510,481,3573355,41473,0.004016,2726,2695,4456,137,473956352,369065824,114.07,46368,0,0
best,xz,ev-horizon-16-w0.05,bitty-4x8-ternary,ev-h16,32,0.050,0.2000,1.0000,0.780040,0.034261,33.778,0.003683,0.013937,-2.026,6.748,24.0,156951,122428,578,3573355,41473,0.043923,38410,38214,67154,137,473956352,369065824,122.80,46368,0,1
best,xz,ev-horizon-16-w0.25,bitty-4x8-ternary,ev-h16,32,0.250,0.2000,1.0000,0.781502,0.011483,10.680,0.010323,0.013069,-3.484,6.865,24.5,52504,41032,542,3573355,41473,0.014693,12251,12188,18770,137,473956352,369065824,118.44,46368,0,0
best,xz,ev-horizon-16-w1.00,bitty-4x8-ternary,ev-h16,32,1.000,0.2000,1.0000,0.783581,0.003157,2.285,0.034102,0.011839,-3.754,7.117,26.6,14398,11282,491,3573355,41473,0.004029,3227,3207,4418,137,473956352,369065824,116.21,46368,0,0
best,xz,explicit4-ev-horizon-1-w0.05,explicit-4,ev-h1,32,0.050,0.2000,1.0000,0.716263,0.002940,2.881,0.018207,0.006438,-0.127,1.737,6.6,14665,10504,267,3573355,41473,0.004104,3644,3475,997,41,473956352,0,30.74,9954,0,0
best,xz,explicit4-ev-horizon-4-w0.05,explicit-4,ev-h4,32,0.050,0.2000,1.0000,0.693346,0.002773,2.712,0.018191,0.006269,-0.124,3.356,13.4,14293,9910,260,3573355,41473,0.004000,3090,2949,6517,41,473956352,0,31.47,9954,0,0
best,xz,next-line,-,next-line,32,0.250,0.2000,1.0000,0.359128,0.097679,54.101,0.001375,0.032214,-67.530,8.834,31.5,971911,349040,1336,3573355,41473,0.271988,0,0,2601444,0,0,0,11.70,0,0,4
cost,gcc,null-loop,-,null,32,0.250,0.2000,1.0000,0.000000,0.000000,0.000,0.000000,0.000000,0.000,0.000,0.0,0,0,0,3169092,33055,0.000000,0,0,0,0,0,0,7.61,0,0,0
cost,gcc,next-line,-,next-line,32,0.250,0.2000,1.0000,0.292498,0.094184,37.230,0.015254,0.470912,-74.360,9.168,34.5,1020440,298477,15566,3169092,33055,0.321998,0,0,2148652,0,0,0,12.18,0,0,8
cost,gcc,pc-stride,-,pc-stride,32,0.250,0.2000,1.0000,0.149609,0.001328,-0.559,0.055792,0.047497,-1.601,8.881,42.1,28140,4210,1570,3169092,33055,0.008880,0,0,25951,0,98304,0,8.84,0,0,0
cost,gcc,ghb-gdc,-,ghb-gdc,32,0.250,0.2000,1.0000,0.576568,0.277832,226.822,0.004446,0.205415,-117.790,3.520,14.8,1527097,880475,6790,3169092,33055,0.481872,0,0,154314,0,294912,0,16.03,0,0,7
cost,gcc,prepchef-explicit4,explicit-4,counts-eu,32,0.250,0.2000,1.0000,0.849228,0.665593,636.051,0.003577,0.268794,-192.436,2.290,8.5,2483814,2109325,8885,3169092,33055,0.783762,1575985,1413933,208528,41,457179136,0,44.10,62894,0,2
cost,gcc,prepchef-bitty-4x1,bitty-4x1,counts-eu,32,0.250,0.2000,1.0000,0.823291,0.564897,534.585,0.000185,0.012162,-171.378,3.721,15.0,2174459,1790212,402,3169092,33055,0.686146,2024998,1715789,51679,25,457179136,48154544,43.12,2069,0,6
cost,gcc,prepchef-bitty-4x2,bitty-4x2,counts-eu,32,0.250,0.2000,1.0000,0.834398,0.595753,566.193,0.002752,0.188413,-176.041,2.763,10.7,2262705,1887996,6228,3169092,33055,0.713992,1707418,1516466,185157,41,457179136,96309088,57.98,16120,0,4
cost,gcc,prepchef-bitty-4x4,bitty-4x4,counts-eu,32,0.250,0.2000,1.0000,0.902228,0.700474,681.497,0.003883,0.289064,-190.327,1.573,6.0,2460427,2219866,9555,3169092,33055,0.776382,1351920,1291912,152053,73,457179136,192618176,77.75,85200,0,2
cost,gcc,prepchef-bitty-4x8,bitty-4x8,counts-eu,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,114.32,174934,0,1
cost,gcc,prepchef-bitty-4x16,bitty-4x16,counts-eu,32,0.250,0.2000,1.0000,0.941032,0.691777,680.940,0.003890,0.274179,-180.207,1.264,5.0,2329683,2192306,9063,3169092,33055,0.735126,1171100,1142658,77105,265,457179136,770472704,178.52,267952,0,2
cost,gcc,prepchef-bitty-4x32,bitty-4x32,counts-eu,32,0.250,0.2000,1.0000,0.952644,0.671717,663.370,0.003807,0.257359,-172.922,1.157,4.6,2234553,2128734,8507,3169092,33055,0.705108,1088139,1066636,56521,521,457179136,1540945408,293.81,382614,0,1
cost,gcc,prepchef-bitty-4x8-int,bitty-4x8-int,counts-eu,32,0.250,0.2000,1.0000,0.921483,0.701071,686.137,0.003943,0.287642,-186.451,1.371,5.4,2411067,2221758,9508,3169092,33055,0.760807,1254866,1217626,109481,73,457179136,385236352,109.55,165132,0,1
cost,gcc,prepchef-bitty-4x8-distinct,bitty-4x8-distinct,counts-eu,32,0.250,0.2000,1.0000,0.859573,0.635973,609.999,0.003131,0.222084,-182.072,2.164,8.1,2344721,2015458,7341,3169092,33055,0.739872,1392761,1265849,161101,137,457179136,45076320,72.76,230913,0,2
cost,gcc,prepchef-bitty-4x4-distinct,bitty-4x4-distinct,counts-eu,32,0.250,0.2000,1.0000,0.849931,0.662730,633.476,0.002962,0.221419,-192.049,2.309,8.6,2471085,2100251,7319,3169092,33055,0.779745,1524016,1370170,195658,73,457179136,22538160,58.42,106091,0,3
cost,gcc,prepchef-bitty-4x4-distinct-int,bitty-4x4-distinct-int,counts-eu,32,0.250,0.2000,1.0000,0.852665,0.663636,634.968,0.002461,0.183633,-192.183,2.252,8.5,2466528,2103122,6070,3169092,33055,0.778307,1516230,1366756,190595,41,457179136,22538160,56.15,105791,0,4
cost,gcc,prepchef-bitty-4x8-every-2,bitty-4x8-every-2,counts-eu,32,0.250,0.2000,1.0000,0.916882,0.662809,647.788,0.003662,0.253819,-177.414,1.447,5.6,2290920,2100504,8390,3169092,33055,0.722895,1209025,1157363,105819,137,457179136,192618176,101.67,270425,0,2
cost,gcc,prepchef-bitty-4x8-every-4,bitty-4x8-every-4,counts-eu,32,0.250,0.2000,1.0000,0.894057,0.596718,579.041,0.003154,0.201845,-164.225,1.714,6.5,2115139,1891055,6672,3169092,33055,0.667427,1181351,1107064,102693,137,457179136,96309088,95.92,397125,0,2
cost,gcc,prepchef-bitty-4x8-every-8,bitty-4x8-every-8,counts-eu,32,0.250,0.2000,1.0000,0.852587,0.500189,478.568,0.002270,0.127666,-145.004,2.021,7.6,1859218,1585145,4220,3169092,33055,0.586672,1101181,1003365,103206,137,457179136,48154560,94.65,566795,0,1
cost,gcc,prepchef-bitty-4x8-every-16,bitty-4x8-every-16,counts-eu,32,0.250,0.2000,1.0000,0.797170,0.379784,355.626,0.002078,0.094902,-117.867,2.481,9.1,1509805,1203571,3137,3169092,33055,0.476416,970854,858179,95603,137,457179136,24077280,87.71,786246,3,5
cost,gcc,prepchef-selected,bitty-4x4-distinct-int,ev-h4,32,0.050,0.2000,1.0000,0.705459,0.040010,39.175,0.055621,0.302435,0.477,3.527,16.1,179734,126795,9997,3169092,33055,0.056715,41837,38942,78493,41,4259840,22538160,47.78,65155,45112,0
cost,gcc,prepchef-bounded-2^12x4,bitty-4x8-ternary,bounded-2^12x4,32,0.250,0.2000,1.0000,0.912181,0.259611,253.362,0.002998,0.081803,-70.085,1.359,6.2,901937,822730,2704,3169092,33055,0.284604,451496,432661,42553,137,249856,385236352,98.20,4096,1815496,0
cost,gcc,prepchef-bounded-2^14x4,bitty-4x8-ternary,bounded-2^14x4,32,0.250,0.2000,1.0000,0.923745,0.618066,605.310,0.003882,0.249039,-164.025,1.367,5.4,2120399,1958707,8232,3169092,33055,0.669087,1099187,1063461,87832,137,999424,385236352,108.08,16384,424437,1
cost,gcc,prepchef-bounded-2^16x4,bitty-4x8-ternary,bounded-2^16x4,32,0.250,0.2000,1.0000,0.925716,0.698424,684.413,0.004028,0.291363,-184.818,1.351,5.3,2390980,2213369,9631,3169092,33055,0.754468,1238992,1199557,99627,137,3997696,385236352,109.49,65535,126730,1
cost,gcc,prepchef-bounded-2^18x4,bitty-4x8-ternary,bounded-2^18x4,32,0.250,0.2000,1.0000,0.925825,0.701544,687.493,0.004030,0.292785,-185.620,1.350,5.3,2401381,2223258,9678,3169092,33055,0.757750,1244940,1205415,100073,137,15990784,385236352,109.63,171098,3921,1
cost,gcc,prepchef-bounded-2^20x4,bitty-4x8-ternary,bounded-2^20x4,32,0.250,0.2000,1.0000,0.925824,0.701547,687.495,0.004030,0.292785,-185.621,1.350,5.3,2401395,2223268,9678,3169092,33055,0.757755,1244951,1205426,100074,137,63963136,385236352,106.00,174933,1,1
cost,gcc,prepchef-bounded-2^22x4,bitty-4x8-ternary,bounded-2^22x4,32,0.250,0.2000,1.0000,0.925824,0.701547,687.495,0.004030,0.292785,-185.621,1.350,5.3,2401395,2223268,9678,3169092,33055,0.757755,1244951,1205426,100074,137,255852544,385236352,110.23,174934,0,1
cost,python,null-loop,-,null,32,0.250,0.2000,1.0000,0.000000,0.000000,0.000,0.000000,0.000000,0.000,0.000,0.0,0,0,0,3553048,107021,0.000000,0,0,0,0,0,0,8.70,0,0,0
cost,python,next-line,-,next-line,32,0.250,0.2000,1.0000,0.321187,0.103510,48.819,0.040182,0.429925,-64.381,8.518,31.6,1145053,367776,46011,3553048,107021,0.322273,0,0,2407995,0,0,0,15.29,0,0,10
cost,python,pc-stride,-,pc-stride,32,0.250,0.2000,1.0000,0.774886,0.013616,12.628,0.164972,0.096243,-0.769,4.006,18.1,62435,48380,10300,3553048,107021,0.017572,0,0,39514,0,98304,0,10.93,0,0,0
cost,python,ghb-gdc,-,ghb-gdc,32,0.250,0.2000,1.0000,0.416719,0.177486,115.380,0.010392,0.146943,-100.946,4.490,16.6,1513293,630618,15726,3553048,107021,0.425914,0,0,144639,0,294912,0,18.89,0,0,9
cost,python,prepchef-explicit4,explicit-4,counts-eu,32,0.250,0.2000,1.0000,0.818582,0.575923,544.014,0.006557,0.153166,-170.124,2.234,8.0,2499790,2046283,16392,3553048,107021,0.703562,1866628,1675613,134275,41,457179136,0,59.00,84622,0,5
cost,python,prepchef-bitty-4x1,bitty-4x1,counts-eu,32,0.250,0.2000,1.0000,0.800783,0.593526,556.612,0.000897,0.022080,-184.464,3.714,13.5,2633456,2108827,2363,3553048,107021,0.741182,2533763,2064690,46352,25,457179136,46234760,50.90,2782,0,8
cost,python,prepchef-bitty-4x2,bitty-4x2,counts-eu,32,0.250,0.2000,1.0000,0.795184,0.581048,543.633,0.002173,0.052709,-180.693,3.181,11.3,2596242,2064491,5641,3553048,107021,0.730708,2247814,1886430,95108,41,457179136,92469520,72.25,29789,0,6
cost,python,prepchef-bitty-4x4,bitty-4x4,counts-eu,32,0.250,0.2000,1.0000,0.821582,0.522834,494.449,0.005577,0.117818,-154.658,2.048,7.2,2261071,1857656,12609,3553048,107021,0.636375,1616884,1477944,115390,73,457179136,184939040,104.13,210923,0,5
cost,python,prepchef-bitty-4x8,bitty-4x8,counts-eu,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,143.64,474005,0,6
cost,python,prepchef-bitty-4x16,bitty-4x16,counts-eu,32,0.250,0.2000,1.0000,0.842891,0.398665,380.088,0.006502,0.102101,-114.399,1.454,5.0,1680497,1416475,10927,3553048,107021,0.472973,1073398,1025109,75701,265,457179136,739756160,215.78,762459,2,6
cost,python,prepchef-bitty-4x32,bitty-4x32,counts-eu,32,0.250,0.2000,1.0000,0.842450,0.332899,317.335,0.006505,0.085338,-95.576,1.354,4.6,1404009,1182807,9133,3553048,107021,0.395156,874593,840429,60163,521,457179136,1479512320,345.76,1082163,64,7
cost,python,prepchef-bitty-4x8-int,bitty-4x8-int,counts-eu,32,0.250,0.2000,1.0000,0.840382,0.469193,446.914,0.006782,0.125704,-134.845,1.693,5.9,1983702,1667067,13453,3553048,107021,0.558310,1332545,1257044,100977,73,457179136,369878080,142.31,446374,1,8
cost,python,prepchef-bitty-4x8-distinct,bitty-4x8-distinct,counts-eu,32,0.250,0.2000,1.0000,0.815909,0.417265,393.729,0.006138,0.104213,-123.929,2.216,7.9,1817070,1482564,11153,3553048,107021,0.511412,1345206,1213469,86440,137,457179136,44015488,98.54,692504,2,1
cost,python,prepchef-bitty-4x4-distinct,bitty-4x4-distinct,counts-eu,32,0.250,0.2000,1.0000,0.795726,0.512415,479.529,0.005507,0.117743,-156.556,2.539,9.1,2288015,1820634,12601,3553048,107021,0.643958,1759228,1541000,115095,73,457179136,22007744,82.96,279070,0,7
cost,python,prepchef-bitty-4x4-distinct-int,bitty-4x4-distinct-int,counts-eu,32,0.250,0.2000,1.0000,0.795993,0.479596,448.866,0.005290,0.105820,-146.644,2.455,8.8,2140754,1704026,11325,3553048,107021,0.602512,1613395,1427092,108440,41,457179136,22007744,85.25,375034,0,2
cost,python,prepchef-bitty-4x8-every-2,bitty-4x8-every-2,counts-eu,32,0.250,0.2000,1.0000,0.833881,0.392966,373.395,0.005716,0.089422,-114.445,1.807,6.4,1674370,1396226,9570,3553048,107021,0.471249,1151164,1074090,83335,137,457179136,184939040,136.08,777081,7,6
cost,python,prepchef-bitty-4x8-every-4,bitty-4x8-every-4,counts-eu,32,0.250,0.2000,1.0000,0.823090,0.317189,300.145,0.004893,0.062595,-93.984,1.998,7.2,1369216,1126988,6699,3553048,107021,0.385364,990612,909667,61867,137,457179136,92469536,130.57,1118461,97,0
cost,python,prepchef-bitty-4x8-every-8,bitty-4x8-every-8,counts-eu,32,0.250,0.2000,1.0000,0.817565,0.243751,230.153,0.004407,0.043618,-72.893,2.238,8.0,1059314,866058,4668,3553048,107021,0.298142,809599,733005,46660,137,457179136,46234784,124.70,1452673,823,0
cost,python,prepchef-bitty-4x8-every-16,bitty-4x8-every-16,counts-eu,32,0.250,0.2000,1.0000,0.821600,0.177899,168.241,0.004189,0.030116,-52.998,2.475,8.8,769331,632082,3223,3553048,107021,0.216527,623881,557580,31574,137,457179136,23117408,112.52,1663055,2031,0
cost,python,prepchef-selected,bitty-4x4-distinct-int,ev-h4,32,0.050,0.2000,1.0000,0.543852,0.076081,72.890,0.028623,0.132937,-2.790,3.822,14.2,497043,270318,14227,3553048,107021,0.139892,126210,113355,202184,41,4259840,22007744,66.16,65536,557971,1
cost,python,prepchef-bounded-2^12x4,bitty-4x8-ternary,bounded-2^12x4,32,0.250,0.2000,1.0000,0.879140,0.203564,196.568,0.005276,0.040562,-56.360,1.652,5.8,822705,723273,4341,3553048,107021,0.231549,611016,571657,38728,137,249856,369878080,104.06,4096,2225595,3
cost,python,prepchef-bounded-2^14x4,bitty-4x8-ternary,bounded-2^14x4,32,0.250,0.2000,1.0000,0.871243,0.329046,316.889,0.005120,0.064193,-92.002,1.623,5.7,1341897,1169118,6870,3553048,107021,0.377675,953330,898030,59791,137,999424,369878080,107.67,16384,1391730,4
cost,python,prepchef-bounded-2^16x4,bitty-4x8-ternary,bounded-2^16x4,32,0.250,0.2000,1.0000,0.854885,0.429912,411.668,0.006126,0.102270,-121.872,1.628,5.7,1786788,1527498,10945,3553048,107021,0.502889,1220518,1151626,81476,137,3997696,369878080,121.14,65536,749911,4
cost,python,prepchef-bounded-2^18x4,bitty-4x8-ternary,bounded-2^18x4,32,0.250,0.2000,1.0000,0.843640,0.461001,439.640,0.006710,0.121724,-132.028,1.632,5.7,1941537,1637958,13027,3553048,107021,0.546443,1300403,1227334,92739,137,15990784,369878080,133.53,261687,249663,6
cost,python,prepchef-bounded-2^20x4,bitty-4x8-ternary,bounded-2^20x4,32,0.250,0.2000,1.0000,0.843326,0.461925,440.471,0.006738,0.122527,-132.322,1.632,5.7,1946156,1641243,13113,3553048,107021,0.547743,1302574,1229459,93240,137,63963136,369878080,132.69,472781,1278,6
cost,python,prepchef-bounded-2^22x4,bitty-4x8-ternary,bounded-2^22x4,32,0.250,0.2000,1.0000,0.843326,0.461927,440.473,0.006738,0.122527,-132.323,1.632,5.7,1946164,1641250,13113,3553048,107021,0.547745,1302577,1229462,93241,137,255852544,369878080,140.14,474005,0,6
cost,tsort,null-loop,-,null,32,0.250,0.2000,1.0000,0.000000,0.000000,0.000,0.000000,0.000000,0.000,0.000,0.0,0,0,0,3168430,97428,0.000000,0,0,0,0,0,0,6.47,0,0,0
cost,tsort,next-line,-,next-line,32,0.250,0.2000,1.0000,0.297912,0.094155,38.681,0.032780,0.336915,-66.062,9.662,44.0,1001382,298324,32825,3168430,97428,0.316050,0,0,2167048,0,0,0,10.67,0,0,9
cost,tsort,pc-stride,-,pc-stride,32,0.250,0.2000,1.0000,0.001318,0.000006,-1.189,0.000132,0.000021,-1.196,3.150,14.2,15170,20,2,3168430,97428,0.004788,0,0,11166,0,98304,0,7.71,0,0,0
cost,tsort,ghb-gdc,-,ghb-gdc,32,0.250,0.2000,1.0000,0.588614,0.314311,259.392,0.001550,0.026912,-132.462,3.800,16.7,1691893,995872,2622,3168430,97428,0.533985,0,0,228805,0,294912,0,15.64,0,0,7
cost,tsort,prepchef-explicit4,explicit-4,counts-eu,32,0.250,0.2000,1.0000,0.896479,0.619575,601.689,0.010341,0.232418,-163.847,1.490,6.4,2189769,1963081,22644,3168430,97428,0.691121,1012779,953676,57943,41,457179136,0,37.82,8330,0,1
cost,tsort,prepchef-bitty-4x1,bitty-4x1,counts-eu,32,0.250,0.2000,1.0000,0.823180,0.487166,461.005,0.007820,0.150511,-142.167,2.457,9.7,1875108,1543552,14664,3168430,97428,0.591810,1274736,1122357,90560,25,457179136,48157852,41.76,1574,0,5
cost,tsort,prepchef-bitty-4x2,bitty-4x2,counts-eu,32,0.250,0.2000,1.0000,0.891612,0.644488,624.901,0.007520,0.176766,-173.914,1.960,8.4,2290251,2042015,17222,3168430,97428,0.722835,1247915,1163148,144606,41,457179136,96315704,52.54,7126,0,6
