phase,trace,config,context,learner,window,waste,eval_begin,eval_end,accuracy,coverage,net_per_1k,strict_acc,strict_cov,strict_net_per_1k,mean_lead_data,mean_lead_total,issued,useful,useful_miss,scored_refs,scored_misses,action_rate,self_issued,self_useful,dedup_suppressed,state_bytes,table_bytes,update_ops,ns_per_ref,inserts,evictions,unresolved
H,tsort,horizon-1/window-reward,bitty-4x8-ternary,horizon-1/window-reward,32,0.250,0.2000,1.0000,0.946741,0.664663,655.316,0.009625,0.219762,-167.066,1.089,4.4,2224408,2105939,21411,3168430,97428,0.702054,951640,934724,33074,137,457179136,385262816,104.67,35949,0,3
H,tsort,horizon-1/miss-reward,bitty-4x8-ternary,horizon-1/miss-reward,32,0.250,0.2000,1.0000,0.946741,0.664663,655.316,0.009625,0.219762,-167.066,1.089,4.4,2224408,2105939,21411,3168430,97428,0.702054,951640,934724,33074,137,457179136,385262816,106.87,35949,0,3
H,tsort,horizon-2/window-reward,bitty-4x8-ternary,horizon-2/window-reward,32,0.250,0.2000,1.0000,0.957531,0.624753,617.826,0.000226,0.004793,-162.931,1.724,7.1,2067282,1979486,467,3168430,97428,0.652463,932015,912582,200109,137,457179136,385262816,104.25,35949,0,3
H,tsort,horizon-2/miss-reward,bitty-4x8-ternary,horizon-2/miss-reward,32,0.250,0.2000,1.0000,0.957531,0.624753,617.826,0.000226,0.004793,-162.931,1.724,7.1,2067282,1979486,467,3168430,97428,0.652463,932015,912582,200109,137,457179136,385262816,103.21,35949,0,3
H,tsort,horizon-4/window-reward,bitty-4x8-ternary,horizon-4/window-reward,32,0.250,0.2000,1.0000,0.936921,0.514139,505.486,0.019143,0.341627,-124.057,3.171,13.7,1738688,1629014,33284,3168430,97428,0.548754,531245,530791,564420,137,457179136,385262816,105.21,35949,0,5
H,tsort,horizon-4/miss-reward,bitty-4x8-ternary,horizon-4/miss-reward,32,0.250,0.2000,1.0000,0.936921,0.514139,505.486,0.019143,0.341627,-124.057,3.171,13.7,1738688,1629014,33284,3168430,97428,0.548754,531245,530791,564420,137,457179136,385262816,107.14,35949,0,5
H,tsort,horizon-8/window-reward,bitty-4x8-ternary,horizon-8/window-reward,32,0.250,0.2000,1.0000,0.931989,0.462066,453.637,0.000668,0.010767,-123.532,5.825,23.6,1570860,1464025,1049,3168430,97428,0.495785,636572,608129,631810,137,457179136,385262816,106.24,35949,0,5
H,tsort,horizon-8/miss-reward,bitty-4x8-ternary,horizon-8/miss-reward,32,0.250,0.2000,1.0000,0.931989,0.462066,453.637,0.000668,0.010767,-123.532,5.825,23.6,1570860,1464025,1049,3168430,97428,0.495785,636572,608129,631810,137,457179136,385262816,107.15,35949,0,5
H,tsort,horizon-16/window-reward,bitty-4x8-ternary,horizon-16/window-reward,32,0.250,0.2000,1.0000,0.899887,0.344236,334.662,0.003294,0.040974,-94.058,9.404,38.7,1212027,1090687,3992,3168430,97428,0.382532,435572,422536,937734,137,457179136,385262816,106.27,35949,0,3
H,tsort,horizon-16/miss-reward,bitty-4x8-ternary,horizon-16/miss-reward,32,0.250,0.2000,1.0000,0.899887,0.344236,334.662,0.003294,0.040974,-94.058,9.404,38.7,1212027,1090687,3992,3168430,97428,0.382532,435572,422536,937734,137,457179136,385262816,108.05,35949,0,3
H,tsort,horizon-32/window-reward,bitty-4x8-ternary,horizon-32/window-reward,32,0.250,0.2000,1.0000,0.853439,0.271791,260.122,0.001120,0.011598,-79.171,12.956,52.6,1009035,861150,1130,3168430,97428,0.318465,296869,295937,1038195,137,457179136,385262816,118.40,35949,0,4
H,tsort,horizon-32/miss-reward,bitty-4x8-ternary,horizon-32/miss-reward,32,0.250,0.2000,1.0000,0.853439,0.271791,260.122,0.001120,0.011598,-79.171,12.956,52.6,1009035,861150,1130,3168430,97428,0.318465,296869,295937,1038195,137,457179136,385262816,106.54,35949,0,4
H,xz,horizon-1/window-reward,bitty-4x8-ternary,horizon-1/window-reward,32,0.250,0.2000,1.0000,0.941833,0.783475,771.378,0.000096,0.006848,-207.866,1.316,4.6,2972538,2799634,284,3573355,41473,0.831862,1346396,1309591,131104,137,457179136,369065824,136.21,46368,0,4
H,xz,horizon-1/miss-reward,bitty-4x8-ternary,horizon-1/miss-reward,32,0.250,0.2000,1.0000,0.941833,0.783475,771.378,0.000096,0.006848,-207.866,1.316,4.6,2972538,2799634,284,3573355,41473,0.831862,1346396,1309591,131104,137,457179136,369065824,127.86,46368,0,4
H,xz,horizon-2/window-reward,bitty-4x8-ternary,horizon-2/window-reward,32,0.250,0.2000,1.0000,0.947885,0.678292,668.969,0.000224,0.013840,-178.695,1.937,7.1,2557037,2423777,574,3573355,41473,0.715584,1322804,1302258,484516,137,457179136,369065824,123.03,46368,0,3
H,xz,horizon-2/miss-reward,bitty-4x8-ternary,horizon-2/miss-reward,32,0.250,0.2000,1.0000,0.947885,0.678292,668.969,0.000224,0.013840,-178.695,1.937,7.1,2557037,2423777,574,3573355,41473,0.715584,1322804,1302258,484516,137,457179136,369065824,124.42,46368,0,3
H,xz,horizon-4/window-reward,bitty-4x8-ternary,horizon-4/window-reward,32,0.250,0.2000,1.0000,0.925748,0.529282,518.668,0.000162,0.007957,-142.818,3.329,11.6,2043009,1891311,330,3573355,41473,0.571734,854401,842525,1032641,137,457179136,369065824,124.48,46368,0,6
H,xz,horizon-4/miss-reward,bitty-4x8-ternary,horizon-4/miss-reward,32,0.250,0.2000,1.0000,0.925748,0.529282,518.668,0.000162,0.007957,-142.818,3.329,11.6,2043009,1891311,330,3573355,41473,0.571734,854401,842525,1032641,137,457179136,369065824,130.33,46368,0,6
H,xz,horizon-8/window-reward,bitty-4x8-ternary,horizon-8/window-reward,32,0.250,0.2000,1.0000,0.901506,0.435027,423.145,0.000315,0.013117,-120.449,5.556,19.3,1724344,1554506,544,3573355,41473,0.482556,654790,645223,1293145,137,457179136,369065824,126.57,46368,0,4
H,xz,horizon-8/miss-reward,bitty-4x8-ternary,horizon-8/miss-reward,32,0.250,0.2000,1.0000,0.901506,0.435027,423.145,0.000315,0.013117,-120.449,5.556,19.3,1724344,1554506,544,3573355,41473,0.482556,654790,645223,1293145,137,457179136,369065824,132.73,46368,0,4
H,xz,horizon-16/window-reward,bitty-4x8-ternary,horizon-16/window-reward,32,0.250,0.2000,1.0000,0.902377,0.438174,426.323,0.000438,0.018325,-121.128,6.179,22.5,1735139,1565750,760,3573355,41473,0.485577,769119,763245,1284104,137,457179136,369065824,130.37,46368,0,6
H,xz,horizon-16/miss-reward,bitty-4x8-ternary,horizon-16/miss-reward,32,0.250,0.2000,1.0000,0.902377,0.438174,426.323,0.000438,0.018325,-121.128,6.179,22.5,1735139,1565750,760,3573355,41473,0.485577,769119,763245,1284104,137,457179136,369065824,134.92,46368,0,6
H,xz,horizon-32/window-reward,bitty-4x8-ternary,horizon-32/window-reward,32,0.250,0.2000,1.0000,0.845170,0.343778,328.034,0.000423,0.014829,-101.474,8.786,31.6,1453485,1228442,615,3573355,41473,0.406756,637106,625413,1518532,137,457179136,369065824,131.84,46368,0,2
H,xz,horizon-32/miss-reward,bitty-4x8-ternary,horizon-32/miss-reward,32,0.250,0.2000,1.0000,0.845170,0.343778,328.034,0.000423,0.014829,-101.474,8.786,31.6,1453485,1228442,615,3573355,41473,0.406756,637106,625413,1518532,137,457179136,369065824,131.26,46368,0,2
best,awkhash,ev-horizon-1-w0.05,bitty-4x8-ternary,ev-h1,32,0.050,0.2000,1.0000,0.704062,0.015529,15.203,0.012108,0.016331,-0.822,1.132,3.7,75651,53263,916,3429933,56090,0.022056,28208,26026,2446,137,473956352,374802688,114.34,36080,0,3
best,awkhash,ev-horizon-1-w0.25,bitty-4x8-ternary,ev-h1,32,0.250,0.2000,1.0000,0.694084,0.005196,4.623,0.029910,0.013692,-1.592,1.116,3.7,25677,17822,768,3429933,56090,0.007486,9135,8467,707,137,473956352,374802688,112.61,36080,0,0
best,awkhash,ev-horizon-1-w1.00,bitty-4x8-ternary,ev-h1,32,1.000,0.2000,1.0000,0.694539,0.001424,0.798,0.049204,0.006169,-1.848,1.083,3.5,7032,4884,346,3429933,56090,0.002050,2383,2229,165,137,473956352,374802688,111.07,36080,0,0
best,awkhash,ev-horizon-2-w0.05,bitty-4x8-ternary,ev-h2,32,0.050,0.2000,1.0000,0.639605,0.013890,13.498,0.010311,0.013692,-0.851,1.831,6.4,74485,47641,768,3429933,56090,0.021716,19372,18827,7235,137,473956352,374802688,114.41,36080,0,3
best,awkhash,ev-horizon-2-w0.25,bitty-4x8-ternary,ev-h2,32,0.250,0.2000,1.0000,0.639309,0.004701,4.038,0.023988,0.010786,-1.618,1.823,6.4,25221,16124,605,3429933,56090,0.007353,6403,6228,2107,137,473956352,374802688,111.80,36080,0,0
best,awkhash,ev-horizon-2-w1.00,bitty-4x8-ternary,ev-h2,32,1.000,0.2000,1.0000,0.648718,0.001328,0.609,0.051852,0.006490,-1.834,1.846,6.5,7020,4554,364,3429933,56090,0.002047,1723,1677,503,137,473956352,374802688,112.02,36080,0,0
best,awkhash,ev-horizon-4-w0.05,bitty-4x8-ternary,ev-h4,32,0.050,0.2000,1.0000,0.578857,0.012307,11.859,0.010820,0.014067,-0.822,2.993,10.3,72923,42212,789,3429933,56090,0.021261,9375,9219,20340,137,473956352,374802688,115.54,36080,0,3
best,awkhash,ev-horizon-4-w0.25,bitty-4x8-ternary,ev-h4,32,0.250,0.2000,1.0000,0.581966,0.004249,3.486,0.025798,0.011517,-1.590,2.977,10.4,25041,14573,646,3429933,56090,0.007301,2995,2957,5889,137,473956352,374802688,113.65,36080,0,0
best,awkhash,ev-horizon-4-w1.00,bitty-4x8-ternary,ev-h4,32,1.000,0.2000,1.0000,0.591078,0.001209,0.373,0.054304,0.006793,-1.823,2.995,10.8,7016,4147,381,3429933,56090,0.002046,789,781,1379,137,473956352,374802688,112.38,36080,0,0
best,awkhash,ev-horizon-8-w0.05,bitty-4x8-ternary,ev-h8,32,0.050,0.2000,1.0000,0.578552,0.012141,11.699,0.008350,0.010715,-0.865,6.046,20.4,71978,41643,601,3429933,56090,0.020985,6859,6728,27361,137,473956352,374802688,116.23,36080,0,5
best,awkhash,ev-horizon-8-w0.25,bitty-4x8-ternary,ev-h8,32,0.250,0.2000,1.0000,0.579836,0.004177,3.420,0.021087,0.009289,-1.611,6.029,20.7,24707,14326,521,3429933,56090,0.007203,2139,2096,8038,137,473956352,374802688,119.58,36080,0,0
best,awkhash,ev-horizon-8-w1.00,bitty-4x8-ternary,ev-h8,32,1.000,0.2000,1.0000,0.589814,0.001185,0.361,0.043093,0.005295,-1.836,5.967,20.8,6892,4065,297,3429933,56090,0.002009,565,557,1809,137,473956352,374802688,115.84,36080,0,0
best,awkhash,ev-horizon-16-w0.05,bitty-4x8-ternary,ev-h16,32,0.050,0.2000,1.0000,0.563971,0.011623,11.174,0.006960,0.008772,-0.880,11.011,36.0,70688,39866,492,3429933,56090,0.020609,3435,3408,38379,137,473956352,374802688,121.56,36080,0,6
best,awkhash,ev-horizon-16-w0.25,bitty-4x8-ternary,ev-h16,32,0.250,0.2000,1.0000,0.566686,0.004066,3.288,0.018734,0.008219,-1.626,11.036,36.6,24608,13945,461,3429933,56090,0.007174,1061,1049,11339,137,473956352,374802688,120.63,36080,0,0
best,awkhash,ev-horizon-16-w1.00,bitty-4x8-ternary,ev-h16,32,1.000,0.2000,1.0000,0.571160,0.001150,0.287,0.040394,0.004974,-1.851,11.080,37.4,6907,3945,279,3429933,56090,0.002014,273,273,2465,137,473956352,374802688,118.67,36080,0,0
best,awkhash,explicit4-ev-horizon-1-w0.05,explicit-4,ev-h1,32,0.050,0.2000,1.0000,0.670295,0.002388,2.329,0.067938,0.014798,0.076,1.413,5.3,12217,8189,830,3429933,56090,0.003562,3997,3704,990,41,473956352,0,32.84,9842,0,0
best,awkhash,explicit4-ev-horizon-4-w0.05,explicit-4,ev-h4,32,0.050,0.2000,1.0000,0.561059,0.002021,1.942,0.074614,0.016438,0.102,3.457,13.4,12357,6933,922,3429933,56090,0.003603,1551,1452,5000,41,473956352,0,33.81,9842,0,0
best,awkhash,next-line,-,next-line,32,0.250,0.2000,1.0000,0.276564,0.087449,30.262,0.004056,0.078428,-77.446,9.406,35.9,1084533,299943,4399,3429933,56090,0.316197,0,0,2345400,0,0,0,11.07,0,0,10
best,gcc,ev-horizon-1-w0.05,bitty-4x8-ternary,ev-h1,32,0.050,0.2000,1.0000,0.821716,0.063594,62.904,0.032537,0.241416,-1.226,1.385,5.8,245261,201535,7980,3169092,33055,0.077392,95690,93185,12923,137,473956352,385236352,106.99,174934,0,1
best,gcc,ev-horizon-1-w0.25,bitty-4x8-ternary,ev-h1,32,0.250,0.2000,1.0000,0.818969,0.023675,22.367,0.057906,0.160490,-5.135,1.396,5.7,91614,75029,5305,3169092,33055,0.028909,34675,33739,4120,137,473956352,385236352,103.34,174934,0,0
best,gcc,ev-horizon-1-w1.00,bitty-4x8-ternary,ev-h1,32,1.000,0.2000,1.0000,0.830298,0.007624,6.065,0.154306,0.135834,-6.348,1.356,5.4,29098,24160,4490,3169092,33055,0.009182,9799,9579,1184,137,473956352,385236352,103.88,174934,0,0
best,gcc,ev-horizon-2-w0.05,bitty-4x8-ternary,ev-h2,32,0.050,0.2000,1.0000,0.792067,0.059791,59.006,0.040995,0.296687,-0.525,1.922,8.7,239226,189483,9807,3169092,33055,0.075487,70554,68806,43619,137,473956352,385236352,111.84,174934,0,1
best,gcc,ev-horizon-2-w0.25,bitty-4x8-ternary,ev-h2,32,0.250,0.2000,1.0000,0.798070,0.023744,22.242,0.096442,0.275087,-3.851,1.916,8.3,94285,75246,9093,3169092,33055,0.029751,25867,25211,16599,137,473956352,385236352,112.27,174934,0,0
best,gcc,ev-horizon-2-w1.00,bitty-4x8-ternary,ev-h2,32,1.000,0.2000,1.0000,0.823286,0.008606,6.759,0.256981,0.257540,-5.081,1.936,7.7,33127,27273,8513,3169092,33055,0.010453,7291,7108,6266,137,473956352,385236352,108.54,174934,0,0
best,gcc,ev-horizon-4-w0.05,bitty-4x8-ternary,ev-h4,32,0.050,0.2000,1.0000,0.746003,0.055371,54.429,0.049128,0.349599,0.118,3.217,14.8,235223,175477,11556,3169092,33055,0.074224,47173,46211,78975,137,473956352,385236352,108.77,174934,0,1
best,gcc,ev-horizon-4-w0.25,bitty-4x8-ternary,ev-h4,32,0.250,0.2000,1.0000,0.760646,0.022366,20.607,0.099051,0.279232,-3.710,3.175,14.1,93184,70880,9230,3169092,33055,0.029404,17097,16758,25406,137,473956352,385236352,109.07,174934,0,0
best,gcc,ev-horizon-4-w1.00,bitty-4x8-ternary,ev-h4,32,1.000,0.2000,1.0000,0.793906,0.008336,6.172,0.259647,0.261383,-5.048,3.109,12.7,33276,26418,8640,3169092,33055,0.010500,4806,4714,8582,137,473956352,385236352,112.94,174934,0,0
best,gcc,ev-horizon-8-w0.05,bitty-4x8-ternary,ev-h8,32,0.050,0.2000,1.0000,0.707928,0.049211,48.195,0.026782,0.178490,-1.521,5.793,25.4,220295,155953,5900,3169092,33055,0.069514,34333,33853,111681,137,473956352,385236352,113.07,174934,0,1
best,gcc,ev-horizon-8-w0.25,bitty-4x8-ternary,ev-h8,32,0.250,0.2000,1.0000,0.721789,0.020004,18.076,0.062565,0.166238,-4.761,5.727,24.4,87829,63394,5495,3169092,33055,0.027714,12269,12086,36964,137,473956352,385236352,109.96,174934,0,0
best,gcc,ev-horizon-8-w1.00,bitty-4x8-ternary,ev-h8,32,1.000,0.2000,1.0000,0.752044,0.006936,4.649,0.172751,0.152745,-6.036,5.711,22.7,29227,21980,5049,3169092,33055,0.009223,3439,3378,12610,137,473956352,385236352,109.72,174934,0,0
best,gcc,ev-horizon-16-w0.05,bitty-4x8-ternary,ev-h16,32,0.050,0.2000,1.0000,0.684622,0.046260,45.195,0.023209,0.150355,-1.732,9.571,38.7,214137,146603,4970,3169092,33055,0.067570,31966,31661,133039,137,473956352,385236352,111.77,174934,0,5
best,gcc,ev-horizon-16-w0.25,bitty-4x8-ternary,ev-h16,32,0.250,0.2000,1.0000,0.697301,0.018823,16.780,0.052544,0.135985,-4.976,9.779,38.6,85547,59652,4495,3169092,33055,0.026994,10986,10891,42443,137,473956352,385236352,108.42,174934,0,2
best,gcc,ev-horizon-16-w1.00,bitty-4x8-ternary,ev-h16,32,1.000,0.2000,1.0000,0.722436,0.006449,3.971,0.145534,0.124550,-6.328,10.243,38.4,28289,20437,4117,3169092,33055,0.008927,3056,3030,10933,137,473956352,385236352,107.86,174934,0,0
best,gcc,explicit4-ev-horizon-1-w0.05,explicit-4,ev-h1,32,0.050,0.2000,1.0000,0.742620,0.021092,20.726,0.068939,0.187717,0.636,2.469,8.8,90007,66841,6205,3169092,33055,0.028402,34429,31796,8953,41,473956352,0,33.57,62894,0,0
best,gcc,explicit4-ev-horizon-4-w0.05,explicit-4,ev-h4,32,0.050,0.2000,1.0000,0.656409,0.018611,18.124,0.084671,0.230162,1.103,3.520,14.8,89854,58981,7608,3169092,33055,0.028353,18983,17913,40700,41,473956352,0,35.46,62894,0,0
best,gcc,next-line,-,next-line,32,0.250,0.2000,1.0000,0.292498,0.094184,37.230,0.015254,0.470912,-74.360,9.168,34.5,1020440,298477,15566,3169092,33055,0.321998,0,0,2148652,0,0,0,11.58,0,0,8
best,python,ev-horizon-1-w0.05,bitty-4x8-ternary,ev-h1,32,0.050,0.2000,1.0000,0.665252,0.118921,115.929,0.018637,0.110604,-5.440,1.620,5.8,635144,422531,11837,3553048,107021,0.178760,277133,264831,34005,137,473956352,369878080,131.14,474005,0,2
best,python,ev-horizon-1-w0.25,bitty-4x8-ternary,ev-h1,32,0.250,0.2000,1.0000,0.665613,0.050150,43.851,0.034651,0.086675,-15.572,1.578,5.6,267699,178184,9276,3553048,107021,0.075343,110852,106046,10929,137,473956352,369878080,124.93,474005,0,0
best,python,ev-horizon-1-w1.00,bitty-4x8-ternary,ev-h1,32,1.000,0.2000,1.0000,0.669140,0.015611,7.892,0.064640,0.050065,-20.313,1.545,5.4,82890,55465,5358,3553048,107021,0.023329,32531,31320,2854,137,473956352,369878080,124.53,474005,0,0
best,python,ev-horizon-2-w0.05,bitty-4x8-ternary,ev-h2,32,0.050,0.2000,1.0000,0.602452,0.104340,100.897,0.025341,0.145710,-4.051,2.138,7.9,615360,370725,15594,3553048,107021,0.173192,196360,189083,92573,137,473956352,369878080,128.36,474005,0,3
best,python,ev-horizon-2-w0.25,bitty-4x8-ternary,ev-h2,32,0.250,0.2000,1.0000,0.607956,0.045628,38.272,0.048091,0.119827,-14.251,2.140,7.8,266659,162117,12824,3553048,107021,0.075051,77733,74824,33133,137,473956352,369878080,124.94,474005,0,0
best,python,ev-horizon-2-w1.00,bitty-4x8-ternary,ev-h2,32,1.000,0.2000,1.0000,0.615762,0.014694,5.525,0.088187,0.069865,-19.654,2.206,7.8,84786,52208,7477,3553048,107021,0.023863,22729,21862,9598,137,473956352,369878080,125.98,474005,0,0
best,python,ev-horizon-4-w0.05,bitty-4x8-ternary,ev-h4,32,0.050,0.2000,1.0000,0.549379,0.091427,87.678,0.028580,0.157904,-3.327,3.374,12.5,591297,324846,16899,3553048,107021,0.166420,124224,119032,179990,137,473956352,369878080,130.26,474005,0,5
best,python,ev-horizon-4-w0.25,bitty-4x8-ternary,ev-h4,32,0.250,0.2000,1.0000,0.562151,0.041672,33.557,0.051549,0.126863,-13.756,3.343,12.2,263383,148061,13577,3553048,107021,0.074129,49094,47100,66766,137,473956352,369878080,127.24,474005,0,2
best,python,ev-horizon-4-w1.00,bitty-4x8-ternary,ev-h4,32,1.000,0.2000,1.0000,0.580448,0.014002,3.881,0.098311,0.078732,-19.379,3.500,12.6,85708,49749,8426,3553048,107021,0.024122,14389,13801,18790,137,473956352,369878080,127.40,474005,0,0
best,python,ev-horizon-8-w0.05,bitty-4x8-ternary,ev-h8,32,0.050,0.2000,1.0000,0.486647,0.077717,73.618,0.030531,0.161875,-2.865,6.113,22.2,567415,276131,17324,3553048,107021,0.159698,79566,76688,250283,137,473956352,369878080,136.73,474005,0,6
best,python,ev-horizon-8-w0.25,bitty-4x8-ternary,ev-h8,32,0.250,0.2000,1.0000,0.508563,0.037025,28.080,0.055364,0.133815,-13.162,6.199,22.3,258672,131551,14321,3553048,107021,0.072803,30856,29828,100066,137,473956352,369878080,128.37,474005,0,3
best,python,ev-horizon-8-w1.00,bitty-4x8-ternary,ev-h8,32,1.000,0.2000,1.0000,0.538808,0.013077,1.884,0.105250,0.084806,-19.161,6.393,22.8,86233,46463,9076,3553048,107021,0.024270,8957,8656,29922,137,473956352,369878080,130.60,474005,0,0
best,python,ev-horizon-16-w0.05,bitty-4x8-ternary,ev-h16,32,0.050,0.2000,1.0000,0.460883,0.072709,68.457,0.036688,0.192159,-1.811,10.875,39.7,560530,258339,20565,3553048,107021,0.157760,64193,62309,299595,137,473956352,369878080,134.01,474005,0,4
best,python,ev-horizon-16-w0.25,bitty-4x8-ternary,ev-h16,32,0.250,0.2000,1.0000,0.487848,0.035567,26.233,0.064086,0.155119,-12.386,11.083,40.0,259042,126373,16601,3553048,107021,0.072907,24820,24112,116827,137,473956352,369878080,132.45,474005,0,1
best,python,ev-horizon-16-w1.00,bitty-4x8-ternary,ev-h16,32,1.000,0.2000,1.0000,0.526114,0.013076,1.298,0.124083,0.102382,-18.685,11.316,40.7,88304,46458,10957,3553048,107021,0.024853,7127,6911,30387,137,473956352,369878080,135.21,474005,0,0
best,python,explicit4-ev-horizon-1-w0.05,explicit-4,ev-h1,32,0.050,0.2000,1.0000,0.643834,0.057446,55.857,0.039884,0.118145,-0.725,2.050,7.2,317018,204107,12644,3553048,107021,0.089224,129723,118330,22071,41,473956352,0,45.83,84622,0,0
best,python,explicit4-ev-horizon-4-w0.05,explicit-4,ev-h4,32,0.050,0.2000,1.0000,0.537560,0.046462,44.464,0.055904,0.160417,0.752,3.806,13.6,307097,165083,17168,3553048,107021,0.086432,58612,54342,119331,41,473956352,0,49.04,84622,0,0
best,python,next-line,-,next-line,32,0.250,0.2000,1.0000,0.321187,0.103510,48.819,0.040182,0.429925,-64.381,8.518,31.6,1145053,367776,46011,3553048,107021,0.322273,0,0,2407995,0,0,0,14.57,0,0,10
best,sort,ev-horizon-1-w0.05,bitty-4x8-ternary,ev-h1,32,0.050,0.2000,1.0000,0.351464,0.000307,0.279,0.070749,0.006270,0.021,1.299,6.9,2629,924,186,3010544,29667,0.000873,238,238,1156,137,473956352,391578272,63.47,23259,0,0
best,sort,ev-horizon-1-w0.25,bitty-4x8-ternary,ev-h1,32,0.250,0.2000,1.0000,0.419018,0.000133,0.087,0.194357,0.006270,-0.002,1.212,9.3,957,401,186,3010544,29667,0.000318,68,68,308,137,473956352,391578272,64.49,23259,0,0
best,sort,ev-horizon-1-w1.00,bitty-4x8-ternary,ev-h1,32,1.000,0.2000,1.0000,0.312500,0.000018,-0.022,0.000000,0.000000,-0.058,1.582,6.0,176,55,0,3010544,29667,0.000058,17,17,77,137,473956352,391578272,64.36,23259,0,0
best,sort,ev-horizon-2-w0.05,bitty-4x8-ternary,ev-h2,32,0.050,0.2000,1.0000,0.784901,0.000618,0.610,0.000000,0.000000,-0.039,2.638,11.1,2371,1861,0,3010544,29667,0.000788,1144,1129,122,137,473956352,391578272,61.44,23259,0,0
best,sort,ev-horizon-2-w0.25,bitty-4x8-ternary,ev-h2,32,0.250,0.2000,1.0000,0.781022,0.000178,0.165,0.000000,0.000000,-0.057,2.716,11.4,685,535,0,3010544,29667,0.000228,330,325,34,137,473956352,391578272,60.78,23259,0,0
best,sort,ev-horizon-2-w1.00,bitty-4x8-ternary,ev-h2,32,1.000,0.2000,1.0000,0.769663,0.000046,0.032,0.000000,0.000000,-0.059,2.737,11.5,178,137,0,3010544,29667,0.000059,88,84,8,137,473956352,391578272,61.42,23259,0,0
best,sort,ev-horizon-4-w0.05,bitty-4x8-ternary,ev-h4,32,0.050,0.2000,1.0000,0.734823,0.000579,0.569,0.000000,0.000000,-0.039,2.934,12.3,2372,1743,0,3010544,29667,0.000788,1196,1188,231,137,473956352,391578272,61.69,23259,0,0
best,sort,ev-horizon-4-w0.25,bitty-4x8-ternary,ev-h4,32,0.250,0.2000,1.0000,0.731387,0.000166,0.151,0.000000,0.000000,-0.057,3.058,12.8,685,501,0,3010544,29667,0.000228,342,339,57,137,473956352,391578272,61.98,23259,0,0
best,sort,ev-horizon-4-w1.00,bitty-4x8-ternary,ev-h4,32,1.000,0.2000,1.0000,0.717514,0.000042,0.026,0.000000,0.000000,-0.059,2.882,12.0,177,127,0,3010544,29667,0.000059,89,86,15,137,473956352,391578272,61.77,23259,0,0
best,sort,ev-horizon-8-w0.05,bitty-4x8-ternary,ev-h8,32,0.050,0.2000,1.0000,0.693800,0.000546,0.534,0.000000,0.000000,-0.039,3.970,16.8,2371,1645,0,3010544,29667,0.000788,1024,1020,632,137,473956352,391578272,63.32,23259,0,0
best,sort,ev-horizon-8-w0.25,bitty-4x8-ternary,ev-h8,32,0.250,0.2000,1.0000,0.691520,0.000157,0.140,0.000000,0.000000,-0.057,4.156,17.5,684,473,0,3010544,29667,0.000227,296,294,177,137,473956352,391578272,63.17,23259,0,0
best,sort,ev-horizon-8-w1.00,bitty-4x8-ternary,ev-h8,32,1.000,0.2000,1.0000,0.693182,0.000041,0.023,0.000000,0.000000,-0.058,3.893,16.5,176,122,0,3010544,29667,0.000058,79,77,42,137,473956352,391578272,64.30,23259,0,0
best,sort,ev-horizon-16-w0.05,bitty-4x8-ternary,ev-h16,32,0.050,0.2000,1.0000,0.618044,0.000487,0.472,0.000000,0.000000,-0.039,5.220,22.4,2372,1466,0,3010544,29667,0.000788,747,744,1252,137,473956352,391578272,63.74,23259,0,0
best,sort,ev-horizon-16-w0.25,bitty-4x8-ternary,ev-h16,32,0.250,0.2000,1.0000,0.620438,0.000141,0.120,0.000000,0.000000,-0.057,5.565,23.8,685,425,0,3010544,29667,0.000228,215,214,340,137,473956352,391578272,64.66,23259,0,0
best,sort,ev-horizon-16-w1.00,bitty-4x8-ternary,ev-h16,32,1.000,0.2000,1.0000,0.622857,0.000036,0.014,0.000000,0.000000,-0.058,5.459,23.3,175,109,0,3010544,29667,0.000058,54,53,69,137,473956352,391578272,64.69,23259,0,0
best,sort,explicit4-ev-horizon-1-w0.05,explicit-4,ev-h1,32,0.050,0.2000,1.0000,0.527434,0.000198,0.189,0.164602,0.006270,0.046,1.138,7.3,1130,596,186,3010544,29667,0.000375,154,154,462,41,473956352,0,26.57,7812,0,0
best,sort,explicit4-ev-horizon-4-w0.05,explicit-4,ev-h4,32,0.050,0.2000,1.0000,0.613349,0.000177,0.171,0.000000,0.000000,-0.014,3.242,14.4,869,533,0,3010544,29667,0.000289,281,278,195,41,473956352,0,24.47,7812,0,0
best,sort,next-line,-,next-line,32,0.250,0.2000,1.0000,0.392718,0.101422,62.213,0.015766,0.413186,-59.474,14.028,60.9,777490,305334,12258,3010544,29667,0.258256,0,0,2233054,0,0,0,9.72,0,0,5
best,tsort,ev-horizon-1-w0.05,bitty-4x8-ternary,ev-h1,32,0.050,0.2000,1.0000,0.621451,0.023210,22.503,0.152523,0.185255,4.114,1.127,4.4,118336,73540,18049,3168430,97428,0.037348,24297,23648,1777,137,473956352,385262816,95.56,35949,0,0
best,tsort,ev-horizon-1-w0.25,bitty-4x8-ternary,ev-h1,32,0.250,0.2000,1.0000,0.645104,0.009235,7.965,0.250700,0.116712,0.907,1.083,3.9,45357,29260,11371,3168430,97428,0.014315,8089,7879,457,137,473956352,385262816,95.65,35949,0,0
